Município; Estado; FPM; Ano; Mês;
Feijó; AC; 263.330,93; 2002; 01;
Jordão; AC; 112.856,09; 2002; 01;
Mâncio Lima; AC; 149.489,91; 2002; 01;
Manoel Urbano; AC; 112.856,09; 2002; 01;
Marechal Thaumaturgo; AC; 112.856,09; 2002; 01;
Plácido de Castro; AC; 223.067,15; 2002; 01;
Porto Acre; AC; 149.489,91; 2002; 01;
Porto Walter; AC; 112.856,09; 2002; 01;
Rio Branco; AC; 5.288.095,19; 2002; 01;
Rodrigues Alves; AC; 112.856,09; 2002; 01;
Santa Rosa do Purus; AC; 112.856,06; 2002; 01;
Sena Madureira; AC; 262.516,02; 2002; 01;
Senador Guiomard; AC; 224.727,27; 2002; 01;
Tarauacá; AC; 273.666,20; 2002; 01;
Xapuri; AC; 187.815,52; 2002; 01;
Acrelândia; AC; 131.740,35; 2002; 02;
Assis Brasil; AC; 131.740,35; 2002; 02;
Brasiléia; AC; 277.305,30; 2002; 02;
Bujari; AC; 131.740,35; 2002; 02;
Capixaba; AC; 131.740,35; 2002; 02;
Cruzeiro do Sul; AC; 529.400,96; 2002; 02;
Epitaciolândia; AC; 175.653,80; 2002; 02;
Feijó; AC; 307.394,14; 2002; 02;
Jordão; AC; 131.740,35; 2002; 02;
Mâncio Lima; AC; 175.653,80; 2002; 02;
Manoel Urbano; AC; 131.740,35; 2002; 02;
Marechal Thaumaturgo; AC; 131.740,35; 2002; 02;
Plácido de Castro; AC; 260.498,91; 2002; 02;
Porto Acre; AC; 175.653,80; 2002; 02;
Porto Walter; AC; 131.740,35; 2002; 02;
Rio Branco; AC; 6.153.415,51; 2002; 02;
Rodrigues Alves; AC; 131.740,35; 2002; 02;
Santa Rosa do Purus; AC; 131.740,37; 2002; 02;
Sena Madureira; AC; 307.394,10; 2002; 02;
Senador Guiomard; AC; 263.480,68; 2002; 02;
Tarauacá; AC; 319.321,24; 2002; 02;
Xapuri; AC; 218.482,96; 2002; 02;
Acrelândia; AC; 100.818,78; 2002; 03;
Assis Brasil; AC; 100.818,78; 2002; 03;
Brasiléia; AC; 212.217,32; 2002; 03;
Bujari; AC; 100.818,78; 2002; 03;
Capixaba; AC; 100.818,78; 2002; 03;
Cruzeiro do Sul; AC; 405.142,10; 2002; 03;
Epitaciolândia; AC; 134.425,05; 2002; 03;
Feijó; AC; 235.243,77; 2002; 03;
Jordão; AC; 100.818,78; 2002; 03;
Mâncio Lima; AC; 134.425,05; 2002; 03;
Manoel Urbano; AC; 100.818,78; 2002; 03;
Marechal Thaumaturgo; AC; 100.818,78; 2002; 03;
Plácido de Castro; AC; 199.355,67; 2002; 03;
Porto Acre; AC; 134.425,05; 2002; 03;
Porto Walter; AC; 100.818,78; 2002; 03;
Rio Branco; AC; 4.709.110,43; 2002; 03;
Rodrigues Alves; AC; 100.818,78; 2002; 03;
Santa Rosa do Purus; AC; 100.818,73; 2002; 03;
Sena Madureira; AC; 235.243,79; 2002; 03;
Senador Guiomard; AC; 201.637,52; 2002; 03;
Tarauacá; AC; 244.371,45; 2002; 03;
Xapuri; AC; 167.201,54; 2002; 03;
Acrelândia; AC; 105.297,54; 2002; 04;
Assis Brasil; AC; 105.297,54; 2002; 04;
Brasiléia; AC; 221.644,82; 2002; 04;
Bujari; AC; 105.297,54; 2002; 04;
Capixaba; AC; 105.297,54; 2002; 04;
Cruzeiro do Sul; AC; 423.140,09; 2002; 04;
Epitaciolândia; AC; 140.396,74; 2002; 04;
Feijó; AC; 245.694,23; 2002; 04;
Jordão; AC; 105.297,54; 2002; 04;
Mâncio Lima; AC; 140.396,74; 2002; 04;
Manoel Urbano; AC; 105.297,54; 2002; 04;
Marechal Thaumaturgo; AC; 105.297,54; 2002; 04;
Plácido de Castro; AC; 208.211,81; 2002; 04;
Porto Acre; AC; 140.396,74; 2002; 04;
Porto Walter; AC; 105.297,54; 2002; 04;
Rio Branco; AC; 4.918.307,54; 2002; 04;
Rodrigues Alves; AC; 105.297,54; 2002; 04;
Santa Rosa do Purus; AC; 105.297,61; 2002; 04;
Sena Madureira; AC; 245.694,24; 2002; 04;
Senador Guiomard; AC; 210.595,09; 2002; 04;
Tarauacá; AC; 255.227,38; 2002; 04;
Xapuri; AC; 174.629,29; 2002; 04;
Acrelândia; AC; 120.683,10; 2002; 05;
Assis Brasil; AC; 120.683,10; 2002; 05;
Brasiléia; AC; 254.030,45; 2002; 05;
Bujari; AC; 120.683,10; 2002; 05;
Capixaba; AC; 120.683,10; 2002; 05;
Cruzeiro do Sul; AC; 484.967,16; 2002; 05;
Epitaciolândia; AC; 160.910,80; 2002; 05;
Feijó; AC; 281.593,89; 2002; 05;
Jordão; AC; 120.683,10; 2002; 05;
Mâncio Lima; AC; 160.910,80; 2002; 05;
Manoel Urbano; AC; 120.683,10; 2002; 05;
Marechal Thaumaturgo; AC; 120.683,10; 2002; 05;
Plácido de Castro; AC; 238.634,67; 2002; 05;
Porto Acre; AC; 160.910,80; 2002; 05;
Porto Walter; AC; 120.683,10; 2002; 05;
Rio Branco; AC; 5.636.945,77; 2002; 05;
Rodrigues Alves; AC; 120.683,10; 2002; 05;
Santa Rosa do Purus; AC; 120.683,03; 2002; 05;
Sena Madureira; AC; 281.593,84; 2002; 05;
Senador Guiomard; AC; 241.366,17; 2002; 05;
Tarauacá; AC; 292.519,90; 2002; 05;
Xapuri; AC; 200.145,21; 2002; 05;
Acrelândia; AC; 84.963,81; 2002; 06;
Assis Brasil; AC; 84.963,81; 2002; 06;
Brasiléia; AC; 178.843,52; 2002; 06;
Bujari; AC; 84.963,81; 2002; 06;
Capixaba; AC; 84.963,81; 2002; 06;
Cruzeiro do Sul; AC; 341.428,49; 2002; 06;
Epitaciolândia; AC; 113.285,06; 2002; 06;
Feijó; AC; 198.248,79; 2002; 06;
Jordão; AC; 84.963,81; 2002; 06;
Mâncio Lima; AC; 113.285,06; 2002; 06;
Manoel Urbano; AC; 84.963,81; 2002; 06;
Marechal Thaumaturgo; AC; 84.963,81; 2002; 06;
Plácido de Castro; AC; 168.004,53; 2002; 06;
Porto Acre; AC; 113.285,06; 2002; 06;
Porto Walter; AC; 84.963,81; 2002; 06;
Rio Branco; AC; 3.968.544,65; 2002; 06;
Rodrigues Alves; AC; 84.963,81; 2002; 06;
Santa Rosa do Purus; AC; 84.963,76; 2002; 06;
Sena Madureira; AC; 198.248,82; 2002; 06;
Senador Guiomard; AC; 169.927,55; 2002; 06;
Tarauacá; AC; 205.941,03; 2002; 06;
Xapuri; AC; 140.907,04; 2002; 06;
Acrelândia; AC; 92.901,72; 2002; 07;
Assis Brasil; AC; 92.901,72; 2002; 07;
Brasiléia; AC; 195.552,33; 2002; 07;
Bujari; AC; 92.901,72; 2002; 07;
Capixaba; AC; 92.901,72; 2002; 07;
Cruzeiro do Sul; AC; 373.327,14; 2002; 07;
Epitaciolândia; AC; 123.868,94; 2002; 07;
Feijó; AC; 216.770,52; 2002; 07;
Jordão; AC; 92.901,72; 2002; 07;
Mâncio Lima; AC; 123.868,94; 2002; 07;
Manoel Urbano; AC; 92.901,72; 2002; 07;
Marechal Thaumaturgo; AC; 92.901,72; 2002; 07;
Plácido de Castro; AC; 183.700,69; 2002; 07;
Porto Acre; AC; 123.868,94; 2002; 07;
Porto Walter; AC; 92.901,72; 2002; 07;
Rio Branco; AC; 4.339.313,76; 2002; 07;
Rodrigues Alves; AC; 92.901,72; 2002; 07;
Santa Rosa do Purus; AC; 92.901,73; 2002; 07;
Sena Madureira; AC; 216.770,60; 2002; 07;
Senador Guiomard; AC; 185.803,35; 2002; 07;
Tarauacá; AC; 225.181,47; 2002; 07;
Xapuri; AC; 154.071,54; 2002; 07;
Acrelândia; AC; 87.965,92; 2002; 08;
Assis Brasil; AC; 87.965,92; 2002; 08;
Brasiléia; AC; 185.162,82; 2002; 08;
Bujari; AC; 87.965,92; 2002; 08;
Capixaba; AC; 87.965,92; 2002; 08;
Cruzeiro do Sul; AC; 353.492,58; 2002; 08;
Epitaciolândia; AC; 117.287,89; 2002; 08;
Feijó; AC; 205.253,71; 2002; 08;
Jordão; AC; 87.965,92; 2002; 08;
Mâncio Lima; AC; 117.287,89; 2002; 08;
Manoel Urbano; AC; 87.965,92; 2002; 08;
Marechal Thaumaturgo; AC; 87.965,92; 2002; 08;
Plácido de Castro; AC; 173.940,83; 2002; 08;
Porto Acre; AC; 117.287,89; 2002; 08;
Porto Walter; AC; 87.965,92; 2002; 08;
Rio Branco; AC; 4.108.769,81; 2002; 08;
Rodrigues Alves; AC; 87.965,92; 2002; 08;
Santa Rosa do Purus; AC; 87.965,92; 2002; 08;
Sena Madureira; AC; 205.253,76; 2002; 08;
Senador Guiomard; AC; 175.931,81; 2002; 08;
Tarauacá; AC; 213.217,77; 2002; 08;
Xapuri; AC; 145.885,87; 2002; 08;
Acrelândia; AC; 97.113,90; 2002; 09;
Assis Brasil; AC; 97.113,90; 2002; 09;
Brasiléia; AC; 204.418,73; 2002; 09;
Bujari; AC; 97.113,90; 2002; 09;
Capixaba; AC; 97.113,90; 2002; 09;
Cruzeiro do Sul; AC; 390.253,87; 2002; 09;
Epitaciolândia; AC; 129.485,19; 2002; 09;
Feijó; AC; 226.599,02; 2002; 09;
Jordão; AC; 97.113,90; 2002; 09;
Mâncio Lima; AC; 129.485,19; 2002; 09;
Manoel Urbano; AC; 97.113,90; 2002; 09;
Marechal Thaumaturgo; AC; 97.113,90; 2002; 09;
Plácido de Castro; AC; 192.029,74; 2002; 09;
Porto Acre; AC; 129.485,19; 2002; 09;
Porto Walter; AC; 97.113,90; 2002; 09;
Rio Branco; AC; 4.536.059,51; 2002; 09;
Rodrigues Alves; AC; 97.113,90; 2002; 09;
Santa Rosa do Purus; AC; 97.113,98; 2002; 09;
Sena Madureira; AC; 226.599,03; 2002; 09;
Senador Guiomard; AC; 194.227,76; 2002; 09;
Tarauacá; AC; 235.391,26; 2002; 09;
Xapuri; AC; 161.057,21; 2002; 09;
Acrelândia; AC; 127.970,39; 2002; 10;
Assis Brasil; AC; 127.970,39; 2002; 10;
Brasiléia; AC; 269.369,75; 2002; 10;
Bujari; AC; 127.970,39; 2002; 10;
Capixaba; AC; 127.970,39; 2002; 10;
Cruzeiro do Sul; AC; 514.251,27; 2002; 10;
Epitaciolândia; AC; 170.627,14; 2002; 10;
Feijó; AC; 298.597,59; 2002; 10;
Jordão; AC; 127.970,39; 2002; 10;
Mâncio Lima; AC; 170.627,14; 2002; 10;
Manoel Urbano; AC; 127.970,39; 2002; 10;
Marechal Thaumaturgo; AC; 127.970,39; 2002; 10;
Plácido de Castro; AC; 253.044,30; 2002; 10;
Porto Acre; AC; 170.627,14; 2002; 10;
Porto Walter; AC; 127.970,39; 2002; 10;
Rio Branco; AC; 5.977.325,07; 2002; 10;
Rodrigues Alves; AC; 127.970,39; 2002; 10;
Santa Rosa do Purus; AC; 127.970,27; 2002; 10;
Sena Madureira; AC; 298.597,50; 2002; 10;
Senador Guiomard; AC; 255.940,71; 2002; 10;
Tarauacá; AC; 310.183,34; 2002; 10;
Xapuri; AC; 212.230,73; 2002; 10;
Acrelândia; AC; 112.245,45; 2002; 11;
Assis Brasil; AC; 112.245,45; 2002; 11;
Brasiléia; AC; 236.269,70; 2002; 11;
Bujari; AC; 112.245,45; 2002; 11;
Capixaba; AC; 112.245,45; 2002; 11;
Cruzeiro do Sul; AC; 451.060,24; 2002; 11;
Epitaciolândia; AC; 149.660,57; 2002; 11;
Feijó; AC; 261.905,92; 2002; 11;
Jordão; AC; 112.245,45; 2002; 11;
Mâncio Lima; AC; 149.660,57; 2002; 11;
Manoel Urbano; AC; 112.245,45; 2002; 11;
Marechal Thaumaturgo; AC; 112.245,45; 2002; 11;
Plácido de Castro; AC; 221.950,32; 2002; 11;
Porto Acre; AC; 149.660,57; 2002; 11;
Porto Walter; AC; 112.245,45; 2002; 11;
Rio Branco; AC; 5.242.833,35; 2002; 11;
Rodrigues Alves; AC; 112.245,45; 2002; 11;
Santa Rosa do Purus; AC; 112.245,31; 2002; 11;
Sena Madureira; AC; 261.905,95; 2002; 11;
Senador Guiomard; AC; 224.490,81; 2002; 11;
Tarauacá; AC; 272.068,09; 2002; 11;
Xapuri; AC; 186.151,88; 2002; 11;
Acrelândia; AC; 109.937,21; 2002; 12;
Assis Brasil; AC; 109.937,21; 2002; 12;
Brasiléia; AC; 231.411,02; 2002; 12;
Bujari; AC; 109.937,21; 2002; 12;
Capixaba; AC; 109.937,21; 2002; 12;
Cruzeiro do Sul; AC; 441.784,61; 2002; 12;
Epitaciolândia; AC; 146.582,92; 2002; 12;
Feijó; AC; 256.520,06; 2002; 12;
Jordão; AC; 109.937,21; 2002; 12;
Mâncio Lima; AC; 146.582,92; 2002; 12;
Manoel Urbano; AC; 109.937,21; 2002; 12;
Marechal Thaumaturgo; AC; 109.937,21; 2002; 12;
Plácido de Castro; AC; 217.386,13; 2002; 12;
Porto Acre; AC; 146.582,92; 2002; 12;
Porto Walter; AC; 109.937,21; 2002; 12;
Rio Branco; AC; 5.135.019,40; 2002; 12;
Rodrigues Alves; AC; 109.937,21; 2002; 12;
Santa Rosa do Purus; AC; 109.937,10; 2002; 12;
Sena Madureira; AC; 256.520,10; 2002; 12;
Senador Guiomard; AC; 219.874,37; 2002; 12;
Tarauacá; AC; 266.473,28; 2002; 12;
Xapuri; AC; 182.323,85; 2002; 12;
Acrelândia; AC; 119.175,94; 2003; 01;
Assis Brasil; AC; 119.175,94; 2003; 01;
Brasiléia; AC; 248.283,20; 2003; 01;
Bujari; AC; 119.175,94; 2003; 01;
Capixaba; AC; 119.175,94; 2003; 01;
Cruzeiro do Sul; AC; 516.428,86; 2003; 01;
Epitaciolândia; AC; 158.901,25; 2003; 01;
Feijó; AC; 278.077,18; 2003; 01;
Jordão; AC; 119.175,94; 2003; 01;
Mâncio Lima; AC; 158.901,25; 2003; 01;
Manoel Urbano; AC; 119.175,94; 2003; 01;
Marechal Thaumaturgo; AC; 119.175,94; 2003; 01;
Plácido de Castro; AC; 229.184,50; 2003; 01;
Porto Acre; AC; 158.901,25; 2003; 01;
Porto Walter; AC; 119.175,94; 2003; 01;
Rio Branco; AC; 5.645.257,13; 2003; 01;
Rodrigues Alves; AC; 119.175,94; 2003; 01;
Santa Rosa do Purus; AC; 119.175,95; 2003; 01;
Sena Madureira; AC; 278.077,18; 2003; 01;
Senador Guiomard; AC; 238.351,87; 2003; 01;
Tarauacá; AC; 286.480,60; 2003; 01;
Xapuri; AC; 190.987,10; 2003; 01;
Acrelândia; AC; 125.486,80; 2003; 02;
Assis Brasil; AC; 125.486,80; 2003; 02;
Brasiléia; AC; 261.430,80; 2003; 02;
Bujari; AC; 125.486,80; 2003; 02;
Capixaba; AC; 125.486,80; 2003; 02;
Cruzeiro do Sul; AC; 543.776,00; 2003; 02;
Epitaciolândia; AC; 167.315,72; 2003; 02;
Feijó; AC; 292.802,49; 2003; 02;
Jordão; AC; 125.486,80; 2003; 02;
Mâncio Lima; AC; 167.315,72; 2003; 02;
Manoel Urbano; AC; 125.486,80; 2003; 02;
Marechal Thaumaturgo; AC; 125.486,80; 2003; 02;
Plácido de Castro; AC; 241.320,75; 2003; 02;
Porto Acre; AC; 167.315,72; 2003; 02;
Porto Walter; AC; 125.486,80; 2003; 02;
Rio Branco; AC; 5.932.859,86; 2003; 02;
Rodrigues Alves; AC; 125.486,80; 2003; 02;
Santa Rosa do Purus; AC; 125.486,77; 2003; 02;
Sena Madureira; AC; 292.802,49; 2003; 02;
Senador Guiomard; AC; 250.973,56; 2003; 02;
Tarauacá; AC; 301.650,93; 2003; 02;
Xapuri; AC; 201.100,64; 2003; 02;
Acrelândia; AC; 108.842,83; 2003; 03;
Assis Brasil; AC; 108.842,83; 2003; 03;
Brasiléia; AC; 226.755,88; 2003; 03;
Bujari; AC; 108.842,83; 2003; 03;
Capixaba; AC; 108.842,83; 2003; 03;
Cruzeiro do Sul; AC; 471.652,08; 2003; 03;
Epitaciolândia; AC; 145.123,74; 2003; 03;
Feijó; AC; 253.966,54; 2003; 03;
Jordão; AC; 108.842,83; 2003; 03;
Mâncio Lima; AC; 145.123,74; 2003; 03;
Manoel Urbano; AC; 108.842,83; 2003; 03;
Marechal Thaumaturgo; AC; 108.842,83; 2003; 03;
Plácido de Castro; AC; 209.313,14; 2003; 03;
Porto Acre; AC; 145.123,74; 2003; 03;
Porto Walter; AC; 108.842,83; 2003; 03;
Rio Branco; AC; 5.096.974,70; 2003; 03;
Rodrigues Alves; AC; 108.842,83; 2003; 03;
Santa Rosa do Purus; AC; 108.842,83; 2003; 03;
Sena Madureira; AC; 253.966,54; 2003; 03;
Senador Guiomard; AC; 217.685,60; 2003; 03;
Tarauacá; AC; 261.641,35; 2003; 03;
Xapuri; AC; 174.427,62; 2003; 03;
Acrelândia; AC; 103.632,07; 2003; 04;
Assis Brasil; AC; 103.632,07; 2003; 04;
Brasiléia; AC; 215.900,13; 2003; 04;
Bujari; AC; 103.632,07; 2003; 04;
Capixaba; AC; 103.632,07; 2003; 04;
Cruzeiro do Sul; AC; 449.072,28; 2003; 04;
Epitaciolândia; AC; 138.176,08; 2003; 04;
Feijó; AC; 241.808,15; 2003; 04;
Jordão; AC; 103.632,07; 2003; 04;
Mâncio Lima; AC; 138.176,08; 2003; 04;
Manoel Urbano; AC; 103.632,07; 2003; 04;
Marechal Thaumaturgo; AC; 103.632,07; 2003; 04;
Plácido de Castro; AC; 199.292,44; 2003; 04;
Porto Acre; AC; 138.176,08; 2003; 04;
Porto Walter; AC; 103.632,07; 2003; 04;
Rio Branco; AC; 4.852.961,79; 2003; 04;
Rodrigues Alves; AC; 103.632,07; 2003; 04;
Santa Rosa do Purus; AC; 103.632,14; 2003; 04;
Sena Madureira; AC; 241.808,15; 2003; 04;
Senador Guiomard; AC; 207.264,13; 2003; 04;
Tarauacá; AC; 249.115,52; 2003; 04;
Xapuri; AC; 166.077,04; 2003; 04;
Acrelândia; AC; 145.356,62; 2003; 05;
Assis Brasil; AC; 145.356,62; 2003; 05;
Brasiléia; AC; 302.826,29; 2003; 05;
Bujari; AC; 145.356,62; 2003; 05;
Capixaba; AC; 145.356,62; 2003; 05;
Cruzeiro do Sul; AC; 629.878,43; 2003; 05;
Epitaciolândia; AC; 193.808,82; 2003; 05;
Feijó; AC; 339.165,39; 2003; 05;
Jordão; AC; 145.356,62; 2003; 05;
Mâncio Lima; AC; 193.808,82; 2003; 05;
Manoel Urbano; AC; 145.356,62; 2003; 05;
Marechal Thaumaturgo; AC; 145.356,62; 2003; 05;
Plácido de Castro; AC; 279.531,96; 2003; 05;
Porto Acre; AC; 193.808,82; 2003; 05;
Porto Walter; AC; 145.356,62; 2003; 05;
Rio Branco; AC; 6.806.870,87; 2003; 05;
Rodrigues Alves; AC; 145.356,62; 2003; 05;
Santa Rosa do Purus; AC; 145.356,58; 2003; 05;
Sena Madureira; AC; 339.165,39; 2003; 05;
Senador Guiomard; AC; 290.713,19; 2003; 05;
Tarauacá; AC; 349.414,92; 2003; 05;
Xapuri; AC; 232.943,31; 2003; 05;
Acrelândia; AC; 102.078,00; 2003; 06;
Assis Brasil; AC; 102.078,00; 2003; 06;
Brasiléia; AC; 212.662,49; 2003; 06;
Bujari; AC; 102.078,00; 2003; 06;
Capixaba; AC; 102.078,00; 2003; 06;
Cruzeiro do Sul; AC; 442.337,78; 2003; 06;
Epitaciolândia; AC; 136.103,99; 2003; 06;
Feijó; AC; 238.181,94; 2003; 06;
Jordão; AC; 102.078,00; 2003; 06;
Mâncio Lima; AC; 136.103,99; 2003; 06;
Manoel Urbano; AC; 102.078,00; 2003; 06;
Marechal Thaumaturgo; AC; 102.078,00; 2003; 06;
Plácido de Castro; AC; 196.303,83; 2003; 06;
Porto Acre; AC; 136.103,99; 2003; 06;
Porto Walter; AC; 102.078,00; 2003; 06;
Rio Branco; AC; 4.780.186,18; 2003; 06;
Rodrigues Alves; AC; 102.078,00; 2003; 06;
Santa Rosa do Purus; AC; 102.078,04; 2003; 06;
Sena Madureira; AC; 238.181,94; 2003; 06;
Senador Guiomard; AC; 204.155,95; 2003; 06;
Tarauacá; AC; 245.379,76; 2003; 06;
Xapuri; AC; 163.586,54; 2003; 06;
Acrelândia; AC; 85.587,53; 2003; 07;
Assis Brasil; AC; 85.587,53; 2003; 07;
Brasiléia; AC; 178.307,33; 2003; 07;
Bujari; AC; 85.587,53; 2003; 07;
Capixaba; AC; 85.587,53; 2003; 07;
Cruzeiro do Sul; AC; 370.879,20; 2003; 07;
Epitaciolândia; AC; 114.116,71; 2003; 07;
Feijó; AC; 199.704,17; 2003; 07;
Jordão; AC; 85.587,53; 2003; 07;
Mâncio Lima; AC; 114.116,71; 2003; 07;
Manoel Urbano; AC; 85.587,53; 2003; 07;
Marechal Thaumaturgo; AC; 85.587,53; 2003; 07;
Plácido de Castro; AC; 164.591,38; 2003; 07;
Porto Acre; AC; 114.116,71; 2003; 07;
Porto Walter; AC; 85.587,53; 2003; 07;
Rio Branco; AC; 4.007.957,71; 2003; 07;
Rodrigues Alves; AC; 85.587,53; 2003; 07;
Santa Rosa do Purus; AC; 85.587,55; 2003; 07;
Sena Madureira; AC; 199.704,17; 2003; 07;
Senador Guiomard; AC; 171.175,02; 2003; 07;
Tarauacá; AC; 205.739,22; 2003; 07;
Xapuri; AC; 137.159,49; 2003; 07;
Acrelândia; AC; 112.283,43; 2003; 08;
Assis Brasil; AC; 112.283,43; 2003; 08;
Brasiléia; AC; 233.923,77; 2003; 08;
Bujari; AC; 112.283,43; 2003; 08;
Capixaba; AC; 112.283,43; 2003; 08;
Cruzeiro do Sul; AC; 486.561,27; 2003; 08;
Epitaciolândia; AC; 149.711,20; 2003; 08;
Feijó; AC; 261.994,60; 2003; 08;
Jordão; AC; 112.283,43; 2003; 08;
Mâncio Lima; AC; 149.711,20; 2003; 08;
Manoel Urbano; AC; 112.283,43; 2003; 08;
Marechal Thaumaturgo; AC; 112.283,43; 2003; 08;
Plácido de Castro; AC; 215.929,63; 2003; 08;
Porto Acre; AC; 149.711,20; 2003; 08;
Porto Walter; AC; 112.283,43; 2003; 08;
Rio Branco; AC; 5.258.093,31; 2003; 08;
Rodrigues Alves; AC; 112.283,43; 2003; 08;
Santa Rosa do Purus; AC; 112.283,39; 2003; 08;
Sena Madureira; AC; 261.994,60; 2003; 08;
Senador Guiomard; AC; 224.566,80; 2003; 08;
Tarauacá; AC; 269.912,03; 2003; 08;
Xapuri; AC; 179.941,36; 2003; 08;
Acrelândia; AC; 97.426,25; 2003; 09;
Assis Brasil; AC; 97.426,25; 2003; 09;
Brasiléia; AC; 202.971,39; 2003; 09;
Bujari; AC; 97.426,25; 2003; 09;
Capixaba; AC; 97.426,25; 2003; 09;
Cruzeiro do Sul; AC; 422.180,40; 2003; 09;
Epitaciolândia; AC; 129.901,67; 2003; 09;
Feijó; AC; 227.327,93; 2003; 09;
Jordão; AC; 97.426,25; 2003; 09;
Mâncio Lima; AC; 129.901,67; 2003; 09;
Manoel Urbano; AC; 97.426,25; 2003; 09;
Marechal Thaumaturgo; AC; 97.426,25; 2003; 09;
Plácido de Castro; AC; 187.358,19; 2003; 09;
Porto Acre; AC; 129.901,67; 2003; 09;
Porto Walter; AC; 97.426,25; 2003; 09;
Rio Branco; AC; 4.562.351,43; 2003; 09;
Rodrigues Alves; AC; 97.426,25; 2003; 09;
Santa Rosa do Purus; AC; 97.426,33; 2003; 09;
Sena Madureira; AC; 227.327,93; 2003; 09;
Senador Guiomard; AC; 194.852,50; 2003; 09;
Tarauacá; AC; 234.197,72; 2003; 09;
Xapuri; AC; 156.131,84; 2003; 09;
Acrelândia; AC; 100.699,78; 2003; 10;
Assis Brasil; AC; 100.699,78; 2003; 10;
Brasiléia; AC; 209.705,33; 2003; 10;
Bujari; AC; 100.699,78; 2003; 10;
Capixaba; AC; 100.699,78; 2003; 10;
Cruzeiro do Sul; AC; 435.918,29; 2003; 10;
Epitaciolândia; AC; 134.266,34; 2003; 10;
Feijó; AC; 234.965,96; 2003; 10;
Jordão; AC; 100.699,78; 2003; 10;
Mâncio Lima; AC; 133.993,79; 2003; 10;
Manoel Urbano; AC; 100.699,78; 2003; 10;
Marechal Thaumaturgo; AC; 100.699,78; 2003; 10;
Plácido de Castro; AC; 193.627,45; 2003; 10;
Porto Acre; AC; 133.993,79; 2003; 10;
Porto Walter; AC; 100.699,78; 2003; 10;
Rio Branco; AC; 4.713.428,26; 2003; 10;
Rodrigues Alves; AC; 100.699,78; 2003; 10;
Santa Rosa do Purus; AC; 100.699,73; 2003; 10;
Sena Madureira; AC; 234.740,54; 2003; 10;
Senador Guiomard; AC; 201.126,90; 2003; 10;
Tarauacá; AC; 242.076,59; 2003; 10;
Xapuri; AC; 161.562,05; 2003; 10;
Acrelândia; AC; 112.128,28; 2003; 11;
Assis Brasil; AC; 112.128,28; 2003; 11;
Brasiléia; AC; 233.600,63; 2003; 11;
Bujari; AC; 112.128,28; 2003; 11;
Capixaba; AC; 112.128,28; 2003; 11;
Cruzeiro do Sul; AC; 485.889,29; 2003; 11;
Epitaciolândia; AC; 149.504,40; 2003; 11;
Feijó; AC; 261.632,64; 2003; 11;
Jordão; AC; 112.128,28; 2003; 11;
Mâncio Lima; AC; 149.504,40; 2003; 11;
Manoel Urbano; AC; 112.128,28; 2003; 11;
Marechal Thaumaturgo; AC; 112.128,28; 2003; 11;
Plácido de Castro; AC; 215.631,33; 2003; 11;
Porto Acre; AC; 149.504,40; 2003; 11;
Porto Walter; AC; 112.128,28; 2003; 11;
Rio Branco; AC; 5.250.829,66; 2003; 11;
Rodrigues Alves; AC; 112.128,28; 2003; 11;
Santa Rosa do Purus; AC; 112.128,30; 2003; 11;
Sena Madureira; AC; 261.632,64; 2003; 11;
Senador Guiomard; AC; 224.256,57; 2003; 11;
Tarauacá; AC; 269.539,16; 2003; 11;
Xapuri; AC; 179.692,79; 2003; 11;
Acrelândia; AC; 116.916,46; 2003; 12;
Assis Brasil; AC; 116.916,46; 2003; 12;
Brasiléia; AC; 243.558,73; 2003; 12;
Bujari; AC; 116.916,46; 2003; 12;
Capixaba; AC; 116.916,46; 2003; 12;
Cruzeiro do Sul; AC; 506.548,26; 2003; 12;
Epitaciolândia; AC; 155.888,60; 2003; 12;
Feijó; AC; 272.805,01; 2003; 12;
Jordão; AC; 116.916,46; 2003; 12;
Mâncio Lima; AC; 155.834,00; 2003; 12;
Manoel Urbano; AC; 116.916,46; 2003; 12;
Marechal Thaumaturgo; AC; 116.916,46; 2003; 12;
Plácido de Castro; AC; 224.834,14; 2003; 12;
Porto Acre; AC; 155.834,00; 2003; 12;
Porto Walter; AC; 116.916,46; 2003; 12;
Rio Branco; AC; 5.474.608,01; 2003; 12;
Rodrigues Alves; AC; 116.916,46; 2003; 12;
Santa Rosa do Purus; AC; 116.916,29; 2003; 12;
Sena Madureira; AC; 272.759,82; 2003; 12;
Senador Guiomard; AC; 233.778,25; 2003; 12;
Tarauacá; AC; 281.051,08; 2003; 12;
Xapuri; AC; 187.403,02; 2003; 12;
Acrelândia; AC; 127.983,59; 2004; 01;
Assis Brasil; AC; 127.983,59; 2004; 01;
Brasiléia; AC; 260.683,49; 2004; 01;
Bujari; AC; 127.983,59; 2004; 01;
Capixaba; AC; 127.983,59; 2004; 01;
Cruzeiro do Sul; AC; 554.595,49; 2004; 01;
Epitaciolândia; AC; 170.644,79; 2004; 01;
Feijó; AC; 298.628,34; 2004; 01;
Jordão; AC; 127.983,59; 2004; 01;
Mâncio Lima; AC; 170.644,79; 2004; 01;
Manoel Urbano; AC; 127.983,59; 2004; 01;
Marechal Thaumaturgo; AC; 127.983,59; 2004; 01;
Plácido de Castro; AC; 236.244,41; 2004; 01;
